# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
78,4488,1.107511,2.192109,3.275000
80,4616,1.414563,2.195938,3.250908
81,4616,1.248824,2.303136,3.312801
74,4246,1.136740,2.413498,2.703344
81,4632,1.158964,2.200256,3.083348
82,4710,1.181324,2.224392,3.177412
81,4468,1.178775,2.377084,3.147716
83,4762,1.243446,2.874617,3.133419
91,4977,1.099002,2.318507,2.458586
81,4503,1.970970,4.220552,5.325837
85,4839,1.191847,2.317721,3.066213
81,4549,2.485899,2.279077,3.143580
93,5035,1.258436,2.375169,2.982409
90,4894,1.224671,2.572146,2.534879
87,4907,1.204673,2.366423,3.054793
81,4448,1.088041,2.186696,3.108498
84,4732,1.311569,2.508706,3.135411
81,4523,1.443907,2.812360,2.654952
81,4565,1.124794,2.209352,2.990462
81,4555,1.084231,2.178530,3.201353
83,4717,1.337231,2.552439,2.991828
81,4546,1.196523,2.706984,2.937732
93,5047,1.090396,2.292854,2.448280
81,4557,1.179441,2.242095,2.895304
81,4760,1.055050,2.186860,3.062108
85,4624,1.278971,2.362537,3.176539
83,4612,1.302182,2.402445,2.917262
86,4853,1.104719,2.420810,2.453038
81,4570,1.160896,2.128470,2.784690
83,4729,1.127037,2.194204,3.236049
86,5091,1.374559,2.696573,3.108486
83,4791,1.124632,2.533849,2.514205
88,5098,1.146166,2.344199,2.925855
84,4895,1.124330,2.268603,3.186310
93,5648,1.373357,2.939271,3.056974
96,5304,1.221818,2.675157,2.443435
92,5478,1.175699,2.484240,2.946437
98,5585,1.338773,2.433781,2.997669
103,5591,1.684382,3.018717,4.002082
102,5615,1.335529,2.425560,2.996487
106,5799,1.364996,2.643258,2.963638
104,5779,1.543483,3.155262,3.021875
103,5554,1.184201,2.450567,2.384437
100,5597,1.329019,2.422333,2.836015
93,5160,1.188003,2.458552,2.915660
108,5877,1.504357,2.887836,2.912258
87,4939,1.142826,2.643158,2.400093
104,5627,1.240368,2.505328,2.857504
106,5678,1.318340,2.469661,2.962383
106,5671,1.561189,3.027218,2.905453
97,5057,1.201175,2.618996,2.388083
95,5560,1.183572,2.533835,2.787256
100,5140,1.131715,2.375345,2.782877
100,5140,1.290282,2.610174,2.785284
103,5665,1.321438,2.774538,2.307025
103,5654,1.247940,2.526493,2.810331
107,5689,1.233743,2.442519,2.874968
107,5689,1.503207,3.011533,2.910688
104,5666,1.398200,2.935511,2.434013
98,5053,1.291395,2.615071,2.777708
97,4928,1.218924,2.345064,2.772739
97,4928,1.310125,2.543631,2.808451
97,4922,1.216591,2.581961,2.316975
95,5101,1.174841,2.335963,2.712925
96,5148,1.145213,2.443399,2.813541
99,5205,1.381595,2.806019,2.817196
99,5204,1.251562,2.762110,2.365938
99,5204,1.248050,2.400075,2.690036
101,5241,1.141765,2.380225,2.864791
101,5217,1.244102,2.464574,2.800825
99,4996,1.258698,2.695986,2.345463
99,4996,1.185098,2.313613,2.685312
100,5192,1.117945,2.504528,2.775097
100,5249,1.250801,2.475987,2.717619
90,5124,1.126257,2.680900,2.177081
97,5211,1.146732,2.282356,2.562908
103,5273,2.422835,2.426143,2.622938
99,5236,1.293621,2.943162,2.658783
103,5302,1.208850,2.715213,2.178186
102,5290,1.172646,2.283827,2.526065
98,5279,1.092337,2.249401,2.615530
102,5339,1.254719,2.497024,2.648680
104,5321,1.191678,2.594906,2.138133
90,4855,1.058136,2.219972,2.672840
96,5014,1.011529,2.223661,2.820229
101,5332,1.257625,2.389514,2.820448
98,5047,1.177268,2.569199,2.276627
109,5903,1.283370,2.396513,2.772201
107,5418,1.151933,2.329833,2.822122
107,5392,1.313925,2.797113,2.837739
100,5355,1.156644,2.560567,2.170708
104,5378,1.169972,2.271451,2.628396
102,5177,1.027803,2.217390,2.951342
110,5917,1.630584,3.292513,3.123827
102,5172,1.155049,2.581999,2.299345
104,5181,1.124138,2.320711,2.654810
105,5199,1.113891,2.401210,2.881031
105,5199,1.263655,2.357163,2.834168
108,5460,1.133906,2.398206,2.271427
108,5460,1.203496,2.366902,2.754828
106,5271,2.276170,2.406622,3.075397
109,5534,1.424600,3.063368,3.110735
108,5532,3.172672,2.582178,2.533391
110,6320,1.369275,2.606024,2.909194
117,6536,1.302634,2.696235,3.162775
114,6524,1.534335,3.356508,3.076745
106,5547,3.381954,2.664393,2.578039
108,5604,1.306717,2.565370,3.115691
112,6580,1.458174,2.867220,3.094437
99,5205,1.283128,3.086454,3.132372
102,5287,1.274237,2.529132,3.008915
104,5317,1.131629,2.491743,2.435384
101,5335,1.090135,2.457731,3.033019
102,5341,1.324392,2.627478,2.876024
100,5230,1.203789,2.933405,2.293396
98,5208,1.136502,2.477212,2.785983
98,5217,1.053801,2.391494,2.694461
91,4751,1.124705,2.558618,2.727817
101,5576,1.299823,3.021955,2.098828
98,5182,1.134357,2.547017,2.562991
93,4990,1.348390,2.492964,2.613843
96,5010,1.214655,3.142020,2.714034
99,5223,1.186960,2.584909,2.127794
97,5086,1.175334,2.583826,2.615169
102,5406,1.151080,2.604038,2.821296
111,5736,1.502629,3.213696,2.771095
108,5731,1.355828,3.037161,2.334024
102,5565,1.287405,2.633741,2.689029
111,5727,1.279468,2.608351,2.769625
117,6085,1.448988,2.887418,2.901841
117,6081,1.506241,3.236470,2.419498
121,6486,1.543708,2.865664,2.895046
117,6099,1.574449,2.942390,2.838376
118,6097,1.570235,3.023061,2.840386
111,5736,1.413024,3.204118,2.560964
109,5645,1.362198,2.842325,2.962731
113,5790,1.408670,2.773511,3.013060
112,5692,1.537933,3.184681,3.157750
108,5648,1.353148,3.125959,2.596458
114,5757,1.424880,2.843414,3.110847
116,5793,1.609317,3.077005,3.325736
112,5716,1.375000,2.803432,3.188201
115,5797,1.618852,3.494815,3.268603
115,5792,1.425496,3.342355,2.699557
140,6673,1.654695,3.237046,3.175957
148,6768,1.690024,3.077090,3.164963
115,5709,1.545054,3.384460,3.183020
146,6743,1.844152,3.179591,3.128536
115,5705,1.430339,2.964597,2.653329
115,5762,1.522604,2.958789,3.099221
123,6174,1.953299,3.458554,3.576347
128,6176,1.602077,2.949793,3.203195
128,6178,1.712904,3.833146,3.276600
124,6159,1.642974,3.508398,2.746378
126,6155,1.624524,3.031494,3.119839
127,6163,1.610768,3.030226,3.174634
122,6108,1.688023,3.970032,3.385365
128,6156,1.885834,3.346875,3.250781
125,6148,1.518156,3.165190,2.882240
151,6739,1.928479,3.219212,3.281983
152,6759,1.794480,3.218698,3.362245
152,6744,1.876054,3.390269,3.425639
152,6744,2.014413,3.832419,3.308981
152,6742,2.647518,3.397660,2.877389
152,6797,1.895748,3.160151,3.250382
153,6857,2.093268,3.556994,3.767325
153,6834,1.862612,3.207719,3.350259
152,6767,1.905724,3.620823,3.379477
128,6178,1.688047,3.856814,3.115639
128,6178,1.645070,3.026425,3.341169
128,6183,1.595794,3.150322,3.347441
128,6179,1.705991,3.261473,3.412948
127,6178,1.755911,3.184203,3.432153
150,6760,1.662317,3.219893,2.978001
152,6760,1.915441,3.175493,3.406784
167,7634,2.017227,3.366577,3.438521
166,7624,1.923256,3.496692,3.393740
165,7557,2.089030,3.656910,3.515466
144,7236,1.959527,3.675014,3.096761
140,7221,1.793713,3.249188,3.502788
144,7262,1.866233,3.335954,3.580364
166,7570,2.023438,3.516476,3.661622
163,7569,2.164686,4.040526,3.669085
166,7568,2.186109,3.867185,3.180861
144,7239,1.860402,3.218272,3.792823
129,6237,1.949216,3.354571,4.092225
129,6237,2.473747,4.422246,4.963478
145,7280,1.873204,3.221537,3.819792
151,6827,1.745322,3.311673,3.859951
126,6232,1.858523,3.750798,3.589525
129,6237,1.917420,3.582366,3.187386
129,6243,1.769459,3.009951,3.440804
144,7244,2.379648,4.003766,4.602649
127,6274,1.755097,3.080682,3.907971
147,6792,1.754315,3.284575,3.842578
144,7262,2.056058,3.987049,3.617165
146,7328,2.162867,3.774131,3.135623
125,6212,1.800448,3.017200,3.490570
120,6159,2.081409,3.520343,4.292131
127,6355,1.743797,3.092549,3.792401
130,6262,1.844793,3.294315,4.022575
128,6254,2.055401,3.819342,3.762828
128,6254,2.046875,3.749680,3.179340
132,6263,1.766533,3.039111,3.481961
133,6504,2.074655,3.453519,3.919540
131,6552,1.722014,3.153527,3.823779
126,6477,1.864029,3.374040,3.502093
131,6485,1.919039,3.853777,3.573444
128,6273,1.892432,3.593105,3.163479
128,6254,1.804464,3.117230,3.484351
127,6067,1.693905,3.121467,3.693110
125,6230,1.853844,3.345369,3.748542
129,6281,2.103511,3.750027,3.608339
128,6186,1.889276,3.611435,3.218249
130,6221,1.792161,3.104141,3.583148
123,6133,2.754956,4.425801,4.947596
128,6066,1.734067,3.161518,3.702420
124,6165,1.642395,3.066829,3.967375
132,6458,1.985067,3.470828,3.644202
129,6239,1.818476,3.610501,3.211241
132,6418,1.771542,3.249271,3.602855
126,6212,1.946667,3.180538,3.617357
132,6414,2.285755,3.750954,4.597250
132,6414,2.020692,3.097153,3.549127
122,5813,1.819309,3.076474,3.710152
125,6079,1.703221,2.984500,3.726532
124,6016,1.941420,3.596357,3.762607
126,6036,2.114169,3.250147,3.568825
124,6014,1.640959,3.055486,3.081949
132,6244,1.948817,3.028712,3.646674
131,6224,1.802853,3.046022,3.638538
127,6140,1.947834,3.158399,3.610808
130,6071,2.188408,3.592133,3.684043
131,6212,1.981443,3.490490,3.162467
129,6062,1.731072,3.067288,3.773095
129,6185,3.036813,4.461080,5.251255
130,6385,1.969166,3.110486,3.607235
131,6214,2.008708,3.135301,3.599786
134,6432,2.452013,4.064798,4.930691
135,6438,2.435059,4.021570,4.817669
131,6256,1.968868,3.301526,4.011695
132,6238,2.777596,3.325323,3.762801
132,6256,2.033253,3.256888,3.811909
132,6255,2.135909,3.811160,3.474411
131,6428,1.779552,3.516691,3.850020
130,6075,2.046122,3.166366,3.886320
131,6217,2.526234,4.040583,5.337296
130,6075,2.715801,4.261788,5.041175
130,6075,2.786849,4.241337,5.114185
132,6267,2.047186,3.232867,3.741862
132,6244,1.989780,3.188798,4.179785
132,6226,1.968143,3.382641,3.827937
163,7271,2.373652,3.524941,3.831700
141,6738,2.109896,3.887466,3.308121
141,6746,1.904839,3.508604,3.757017
148,7236,3.651366,5.106234,5.356262
150,7278,2.465444,3.614718,3.730841
148,7308,3.280641,4.769006,5.034701
146,7203,2.185448,3.493372,3.609105
146,7203,2.613343,4.247217,4.897475
152,7302,2.938123,4.525849,4.267987
141,6734,2.006515,3.470701,3.617070
180,8387,2.416155,3.899361,3.545664
177,8231,2.722127,4.372711,3.540994
196,8477,2.571298,4.429083,3.217351
197,8538,2.378961,3.640321,3.541865
188,8565,2.386891,3.834863,3.587733
185,8474,2.438288,4.022518,3.505378
189,8822,2.684690,4.323946,3.565631
199,9029,2.597700,4.514737,3.016747
197,9015,2.309143,4.072572,3.571959
190,8852,2.507413,3.963083,3.558858
199,9151,2.585810,3.906916,3.456007
195,9071,6.383497,4.103550,3.621485
194,8951,2.733271,4.624327,3.668933
204,9311,2.753996,4.352001,3.510801
205,9343,2.789828,4.540895,3.178689
201,9331,2.618320,4.032259,3.539263
190,9189,2.964627,4.643726,3.786320
206,9332,2.643518,4.039965,3.659759
210,9599,3.007081,4.974767,3.718877
211,9606,2.857637,4.228354,3.491605
211,9604,2.769224,4.725436,3.164254
206,9584,2.545505,4.364135,3.587541
207,9670,2.792004,4.086527,3.659472
197,9930,2.654576,4.190805,3.555297
226,10357,2.923893,4.578836,3.612368
227,10468,3.005218,4.751532,3.683917
236,10632,3.252309,4.385844,3.510002
227,10622,3.048045,4.841207,3.071621
256,11123,3.083838,4.356915,3.565830
234,10793,3.159001,4.316700,3.519727
259,11192,3.038400,4.495462,4.058292
265,11165,3.144567,4.532793,3.854675
262,11159,3.308910,5.447578,3.869735
269,11172,3.339577,4.736057,3.713326
265,11159,3.319791,5.254322,3.331202
264,11155,3.025990,4.828739,3.570640
265,11166,3.180883,4.771802,3.761063
268,11167,3.408392,4.705684,3.747722
269,11243,3.172534,4.581191,4.124360
269,11196,3.203253,4.493415,3.768338
269,11196,3.370655,4.999070,3.730813
265,11184,3.585615,5.134148,3.669701
261,11175,3.260278,5.205949,3.132026
265,11180,2.949388,4.732475,3.634824
260,11165,3.129784,4.556262,3.600649
260,11246,2.951539,4.595687,3.631685
261,11195,3.036954,4.536851,3.604152
262,11197,3.133867,4.868583,3.676789
267,11204,3.331862,5.042952,3.492131
261,11197,3.077359,4.456367,3.419647
264,11201,3.170234,5.232096,3.098114
265,11201,2.916269,4.820915,3.539082
267,11278,2.989451,4.570217,3.673737
266,11204,2.920218,4.547500,3.497677
267,11221,3.056076,4.843404,3.608006
239,10815,2.981167,4.593204,3.724616
240,10771,2.841952,5.181509,3.208003
240,10771,2.706653,4.891537,3.552823
240,10771,2.796216,4.365393,3.420316
238,10715,2.707374,4.507151,3.480948
241,10791,2.781838,4.430009,3.484865
238,10774,2.799600,4.713739,3.596517
240,10791,3.148525,5.295254,3.566321
239,10757,2.848167,5.102781,3.125669
239,10773,2.662101,4.767085,3.620730
238,10676,2.825961,4.357728,3.569941
241,10790,4.234639,6.137104,4.633841
238,10689,2.915037,4.462417,3.536734
239,10723,2.728583,4.549422,3.515248
241,10720,2.768971,4.462652,3.536376
241,10720,2.912705,5.017920,3.519467
242,10813,2.899233,5.208574,3.741068
239,10690,2.774390,5.133166,3.132341
242,10813,2.694396,4.863715,3.871919
242,10813,2.853056,4.460679,3.574665
240,10766,2.780378,4.942370,3.654030
244,10899,2.919062,4.477170,3.466914
244,10899,2.827550,4.767482,3.579381
241,10800,2.852962,4.529984,3.665956
246,10956,2.872335,5.024767,3.089936
236,10864,2.649920,4.873905,3.589565
232,10770,2.684445,4.565571,3.518810
230,10791,2.644768,4.322134,3.442991
236,10810,2.674973,4.303852,3.502270
239,10926,2.845318,4.768913,3.728318
233,10694,3.024988,4.855130,3.430866
232,10762,2.670544,4.966779,2.998888
231,10772,2.556741,4.577626,3.476964
232,10772,2.654092,4.211008,3.363439
233,10665,2.537713,4.216810,3.357492
235,10726,2.662042,4.449132,3.564039
235,10872,2.926178,4.375760,3.384669
233,10793,2.797253,4.366188,3.333639
230,10663,2.680472,4.753856,2.924221
228,10481,2.494918,4.094918,3.324314
234,10838,2.614300,4.241943,3.439333
229,10529,4.402823,4.330365,3.447947
228,10591,2.870301,4.682934,3.544784
233,10726,2.726279,4.882263,3.591418
234,10818,2.762386,4.903761,3.096466
232,10792,2.637190,4.512631,3.529775
229,10722,2.604211,4.395356,3.451198
251,11107,2.759072,4.326662,3.446299
229,10703,2.794715,5.044880,3.673519
226,10525,2.869470,4.744103,3.407256
229,10603,2.653877,4.886855,3.020392
230,10699,2.551343,4.528146,3.525946
225,10652,4.214699,6.016907,4.721118
223,10740,2.520607,4.289736,3.645902
227,10599,2.606727,4.161577,3.504836
230,10732,2.733660,4.750823,3.572369
232,10816,2.869220,4.829893,3.452464
231,10816,2.741009,4.825868,3.070987
230,10734,2.543660,4.475587,3.497578
231,10815,4.513754,6.113583,4.897128
232,10742,2.794674,4.303036,3.471516
232,10826,2.621502,4.080263,3.466437
232,10745,2.762810,4.449543,3.381900
231,10824,2.714285,4.398705,3.462897
231,10642,2.674677,4.750402,2.911870
210,10296,2.602444,4.294783,3.410625
223,10344,2.528046,3.947665,3.235162
218,10354,2.443337,4.032360,3.340445
206,10125,2.812536,4.118941,3.385495
202,9566,2.553983,4.248436,3.402597
202,9953,2.697218,4.634069,3.410228
202,9868,2.473951,4.523789,2.836152
219,10357,2.482511,4.245862,3.405060
204,10053,2.483167,3.916816,3.318904
204,10057,2.364013,3.878112,3.379513
197,9892,2.375877,4.099403,3.240137
216,10311,2.699888,4.175527,3.300599
202,9888,2.748776,4.366936,3.278488
215,10309,2.603706,4.387981,2.779352
200,9905,2.265043,4.024602,3.199430
198,9809,3.751077,5.476008,4.606097
200,9830,2.379898,3.956762,3.179504
201,9925,2.217766,3.809176,3.134434
205,9980,2.458430,4.035028,3.196734
203,9937,2.517835,3.956688,3.249435
203,9935,2.461882,4.457607,2.560766
206,9988,2.255774,4.002654,3.175734
209,10163,2.503081,3.859791,3.108580
210,10189,2.416207,3.858769,3.103147
210,10180,2.463188,4.006099,3.211596
204,9952,2.749088,4.236270,3.312569
198,9700,2.411858,3.945745,3.251963
200,9791,2.427054,4.244662,2.704778
194,9598,2.212600,3.836986,3.218449
232,10518,2.465756,3.800066,3.354094
200,9826,2.384421,3.884798,3.295082
201,9907,2.599706,4.122194,3.199040
208,10149,2.596670,3.947890,3.161290
198,9625,2.428150,4.306461,2.755697
207,10203,2.405012,4.022161,3.087696
205,10239,2.348199,3.844714,3.205000
209,10182,2.417558,4.089748,3.332840
203,10028,2.639142,4.481013,3.294574
205,9953,2.650529,4.219409,3.123322
205,9950,2.535252,4.226660,2.719802
205,10022,2.338560,3.915393,3.099013
208,10075,3.797132,5.240397,4.298431
211,10287,2.421219,3.685519,3.162946
211,10264,2.445761,3.606439,3.085736
202,9960,2.472092,3.834821,3.065909
196,9664,2.648553,4.031731,3.039278
192,9649,2.342139,4.052329,2.639531
200,9888,3.432952,4.109756,3.510867
191,8868,2.166056,3.249651,2.882531
194,9598,2.251117,3.490058,3.209812
196,9674,2.430703,3.754696,3.179812
195,9584,2.663018,4.023409,3.175402
195,9584,2.511470,3.757802,3.222701
195,9582,2.565502,4.037896,2.752719
190,9464,2.233035,3.993374,3.153181
191,9530,2.517685,3.486000,3.351164
190,9451,2.401578,3.381979,3.223019
192,9518,2.447557,4.179572,3.548140
196,9602,2.578114,3.533447,3.418993
196,9601,2.498024,3.956758,2.938356
194,9589,2.400199,3.438121,3.055608
192,9559,2.300619,3.210223,3.167895
194,8982,2.255059,3.151602,3.457703
195,9585,2.356266,3.442211,3.292844
193,9461,2.727217,3.754339,3.371098
192,8934,2.446408,3.357106,3.316311
192,8797,2.370312,3.596590,2.919573
188,8871,2.173658,3.103606,3.352014
192,9493,2.326583,3.207071,3.405759
197,9603,2.326954,3.344109,3.284905
199,9722,2.695542,3.801231,3.357258
197,9568,2.616412,3.366590,3.307124
196,9482,2.558178,3.630925,2.972859
198,9601,2.419830,3.144020,3.263310
199,9674,2.431516,3.226575,3.408942
196,9614,2.395676,3.338751,3.335705
193,9483,2.756672,3.598622,3.307983
193,9491,2.589374,3.317345,3.390269
198,9612,2.685018,3.594792,2.874916
199,9725,2.369256,3.166526,3.318273
197,9517,2.405214,3.028049,3.325147
197,9609,2.422598,3.259339,3.404626
191,8905,2.472875,3.248753,3.287027
202,9787,2.601358,3.174868,3.407826
197,9607,2.619228,3.530502,2.886603
195,8909,2.281669,3.015767,3.537898
198,9656,2.383751,3.022609,3.468039
199,9677,2.458651,3.232955,3.421565
190,9634,2.542913,3.315382,3.481813
180,8731,2.550873,3.118213,3.272457
182,9344,2.459996,3.495334,2.913107
183,9355,2.245878,2.901004,3.223635
183,9381,2.214020,2.899359,3.320490
181,9329,2.311085,3.011090,3.499139
181,9317,2.539733,3.505315,3.456704
184,9377,2.343711,3.226227,2.940873
184,9377,2.190026,3.006388,3.313069
183,9450,2.401156,2.880445,3.262099
183,9528,2.317686,2.812873,3.432416
184,9395,2.262696,2.910533,3.349615
183,9513,2.369749,2.858049,3.353331
180,9389,2.668925,3.077693,3.280749
177,8602,2.325330,3.065870,2.895699
175,8495,2.057933,2.795913,3.272172
177,8572,2.106931,2.614915,3.388402
179,9311,2.297472,2.895491,3.404705
165,8747,2.455343,3.181312,3.340536
158,7909,1.966047,2.757301,2.862681
175,8505,1.986057,2.647712,3.361553
162,8791,2.105623,2.619111,3.305046
165,8765,2.086306,2.555127,3.321279
167,8886,2.210178,2.699546,3.341563
164,8757,2.471036,3.016112,3.261674
162,8743,2.129301,2.916936,2.755994
165,8823,2.015098,2.651329,3.216929
168,8850,2.181897,2.565010,3.144848
165,8810,2.073588,2.545391,3.160126
163,8660,2.181375,2.702882,3.254411
165,8779,2.305317,2.669691,3.230104
165,8712,2.214009,2.814011,2.797587
164,8764,2.012508,2.622473,3.299841
167,8915,2.115370,2.557906,3.289363
167,8849,2.220529,2.666763,3.368526
165,8740,2.310056,2.929457,3.395992
164,8738,2.295580,2.990829,2.866837
166,8739,2.142615,3.396585,3.293790
167,8775,2.223678,2.562971,3.151650
168,8809,2.263342,2.796943,3.587947
166,8798,2.159288,2.723467,3.338578
169,8917,2.558449,3.011405,3.316230
169,8917,2.193445,2.898538,2.715476
168,8905,2.024787,2.684497,3.189295
168,8915,2.225068,2.533006,3.168335
168,8895,2.139156,2.525905,3.114485
167,8856,2.295089,2.736846,3.368191
167,8908,2.342480,2.720107,3.210610
161,8694,2.100109,2.881676,2.634174
162,8737,1.998486,2.604844,3.241152
163,8728,2.148918,2.515785,3.180078
165,8752,2.021655,2.516970,3.170336
164,8709,2.205897,2.618409,3.115189
162,8647,2.123915,2.619163,3.258868
165,8744,2.200453,2.869531,2.647858
165,8826,2.003343,2.671046,3.124764
157,8629,2.154169,2.470475,3.119386
149,8348,1.989124,2.485460,3.182332
152,8528,2.151555,2.567547,3.183427
155,8642,2.166013,2.545394,3.237450
156,8666,2.163113,2.983329,2.853296
159,8707,2.049343,2.845206,3.204958
159,8707,3.794543,4.053435,5.023806
160,8655,3.092981,3.756026,4.283945
159,8836,2.109776,2.715607,3.481813
155,8537,2.170180,2.637681,3.208936
159,8716,2.289726,3.009444,3.241440
153,8626,2.145294,2.624915,3.212531
152,7817,2.943899,2.519050,2.669632
158,8740,2.104660,2.557703,3.155808
161,8973,2.116333,2.609818,3.349614
165,8834,2.162595,2.752213,3.277375
161,8684,2.239561,2.918181,3.416377
152,8498,2.171040,2.543557,3.296927
153,8592,3.714205,2.718605,2.850858
153,8614,2.094843,2.632209,3.271161
160,8739,2.149220,2.630579,3.246923
156,8525,2.209799,2.801417,3.337474
158,8637,2.390988,2.873780,3.440748
160,8759,2.277261,3.135868,2.932190
161,8812,2.041593,2.803517,3.345830
162,8816,2.225387,2.779087,3.304207
163,8826,2.455122,2.947304,3.411541
163,8849,2.309330,2.812110,3.404117
162,8783,2.546118,3.459840,3.670183
164,8916,2.546993,3.470170,3.414732
163,8881,2.384525,3.271506,3.005381
162,8795,2.170613,2.954407,3.509224
161,8718,3.417266,4.032763,4.761835
162,8811,2.356522,2.957195,3.460837
163,8828,3.411997,4.120567,4.833364
164,8785,6.735331,3.079397,3.365665
164,8788,2.136580,3.032130,3.279927
165,8821,2.517193,3.627863,3.502371
167,8897,2.644069,3.591620,3.395061
170,8916,2.451969,3.426472,2.900164
164,8781,2.168413,3.011093,3.389368
172,8944,2.236976,3.087324,3.472682
164,8774,2.276549,3.172492,3.393304
168,9171,2.465769,3.559232,3.448234
174,9074,2.525253,3.259696,3.363261
178,9138,2.608015,3.579745,2.879050
171,9252,2.206484,3.269090,3.298586
177,9069,2.246659,3.223911,3.230456
178,9168,2.301212,3.272714,3.279367
175,9262,2.459328,3.492980,3.395186
173,9010,2.476519,3.356279,3.280587
187,9319,2.479462,3.686536,2.778328
185,9650,2.300815,3.445106,3.304853
186,9704,2.374816,3.419507,3.386168
184,9628,2.889352,3.497152,3.485410
185,9444,2.654068,3.873637,3.409656
190,9475,2.499906,3.643700,3.492067
203,9813,2.716484,3.970337,2.868829
195,9622,2.400596,3.760334,3.292261
194,9697,3.989318,5.049697,4.858859
194,9617,2.592800,3.423673,3.292367
182,9488,2.340349,3.447516,3.368017
186,9320,2.415506,3.474037,3.428722
211,9250,2.684378,3.935901,3.332252
216,10077,2.761788,3.753243,3.223636
213,9938,2.376345,3.569854,2.753173
212,9924,2.504499,3.420491,3.193706
213,9939,2.522434,3.584064,3.171964
200,8770,2.394945,3.508769,3.198080
203,9008,2.508282,3.937847,3.233450
200,8910,2.377118,3.880216,2.791973
202,9489,2.393531,3.622062,3.280184
193,8642,2.357801,3.389846,3.332964
193,8642,2.658227,3.796985,3.941303
197,9350,2.984974,4.015659,3.953808
195,8651,2.771438,3.803416,3.971929
197,9350,2.806989,3.923664,3.960569
205,9714,2.688704,3.621668,3.548565
205,9645,2.711664,3.585203,3.399225
204,9527,2.667839,3.813845,3.474997
202,9054,2.763283,3.626572,3.463941
203,9076,2.600258,3.839377,3.616354
203,9074,2.705964,3.777236,3.045193
204,9352,2.418853,3.739367,3.834042
204,9616,2.778759,3.655904,3.640865
204,9616,3.145137,3.966326,4.234301
204,9616,3.040966,4.035396,3.845078
205,9686,2.647826,3.681516,3.738849
205,9625,2.731765,3.552391,3.688669
205,9625,2.831127,3.909919,3.778233
205,9625,2.970573,4.022218,3.612685
206,9690,2.810473,4.131107,3.247136
205,9613,5.306029,4.591206,3.852186
204,9613,2.700100,3.609178,3.709511
205,9679,4.178952,5.136429,4.835885
201,9478,2.821766,3.608187,3.679228
205,9679,2.870828,3.911115,3.688105
201,9427,2.660725,3.870500,3.796856
204,9599,2.804245,3.770517,3.806911
205,9620,2.910504,4.055873,3.580093
205,9620,3.139036,4.341032,3.672303
210,9876,2.903194,4.366529,3.299888
210,9876,2.646490,4.031083,3.719810
207,9741,2.796290,3.647735,3.554794
211,9952,2.872670,3.838099,3.671921
206,9617,2.802299,3.699420,3.445019
203,9482,2.771775,4.016602,3.722858
206,9617,2.933360,3.873940,3.570657
205,9514,2.791832,4.220303,3.100218
204,9503,2.544361,3.867260,3.418333
205,9606,2.758488,3.837005,3.727336
206,9708,2.703659,3.772672,3.608442
206,9637,2.693211,3.757407,3.592320
204,9069,2.510113,3.916399,3.631649
203,9035,2.651917,3.922961,3.441289
205,9589,2.903653,3.865911,3.399307
205,9589,2.800542,4.499692,3.000743
204,9581,2.550757,4.118030,3.343436
201,9557,2.567274,3.825611,3.389487
202,9597,2.576561,3.860074,3.386122
202,9571,2.593060,3.893924,3.420250
202,9571,2.722263,4.179483,3.622590
202,9571,2.806943,3.983851,3.398242
202,9570,2.745673,4.552876,3.025092
202,9570,2.442630,4.169580,3.384945
201,9526,2.667691,3.941778,3.473214
199,9469,2.514521,3.843961,3.421728
203,9581,2.619281,3.821389,3.455173
203,9581,2.704825,4.241343,3.548533
201,9027,2.895513,4.668053,3.731167
201,9023,2.639543,4.557161,2.991482
196,9370,2.442579,4.130349,3.568399
199,9495,2.509010,3.897048,3.511892
199,9529,2.529939,3.857559,3.469783
199,9497,2.538307,3.934872,3.388937
173,7864,2.362870,3.943943,3.498183
185,8066,2.637912,4.187273,3.495867
185,8064,2.369045,4.172227,2.962593
211,9478,2.398581,4.076492,3.448125
183,8010,2.368291,3.599163,3.437726
168,7575,2.045637,3.541047,3.418196
184,8020,2.220005,3.578696,3.446437
181,7900,2.365921,3.996627,3.562051
182,7918,2.434582,3.658164,3.447989
180,7888,2.333885,3.983940,2.882496
170,7525,1.999577,3.512925,3.384459
179,7886,2.318165,3.548617,3.400595
181,7907,2.176983,3.447481,3.308626
179,7873,5.107505,3.664526,3.396645
176,7797,2.467618,4.257116,3.419338
167,7423,2.140707,3.739240,3.386528
178,7840,2.231735,3.895000,2.760637
160,7329,1.865856,3.454164,3.385146
176,7770,2.246313,3.626548,3.283413
174,7796,2.108597,3.506427,3.542139
174,7775,4.783914,3.707955,3.416223
173,7768,2.327613,4.188866,3.481905
173,7768,2.620209,4.237763,3.457463
175,7844,2.315068,4.068845,2.794475
164,7479,1.953529,3.617478,3.343361
173,7764,3.440763,5.168444,4.753512
174,7754,2.826714,3.615358,3.217920
175,8398,2.116267,3.433972,3.351731
169,7697,2.242133,3.662823,3.512018
173,7786,2.330995,3.840485,3.391621
168,7627,2.132916,3.956733,2.891376
182,7938,2.020015,3.549326,3.487014
177,7848,2.194620,4.216799,3.792710
172,8380,2.230360,3.590633,3.322097
179,7881,3.965866,3.692802,3.268513
173,8408,2.488239,4.198249,3.424761
